Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a julio 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,41 - 45,Provincia de Buenos Aires,10+,1,No,0,Universitario,Incompleto,,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,No,0,Bruto,Full-Time,17000,Neto,2,1,No,No recibo bono,No,20.5,201-500,No,No cambié de empresa,Viáticos
Hombre,31 - 33,Provincia de Buenos Aires,6,Menos de un año,No,0,Universitario,En curso,Ingenieria informatica,No,Developer,,Python,,,,,No,0,Neto,Full-Time,32000,Bruto,3,3,No,No recibo bono,Dos,40,101-200,Sí,Mejores beneficios,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,3,3,No,0,Universitario,En curso,Lic Informática,No,Developer,,Ruby,,,,,No,0,Bruto,Full-Time,17850,Bruto,1,1,No,No recibo bono,Dos,15,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,3,1,No,0,Universitario,Completado,Ingeniería en Informática,No,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Freelance,60000,Bruto,3,4,No,No recibo bono,No,0,10001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Provincia de Buenos Aires,6,6,No,0,Universitario,En curso,ING en sistemas,No,Developer,,"HTML, Java",,,,,No,32000,Neto,Full-Time,32000,Neto,3,4,No,No recibo bono,Dos,27,101-200,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas"
Hombre,21 - 23,Provincia de Buenos Aires,10+,3,No,0,Secundario,Completado,,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",350,Bruto,Part-Time,20210,Neto,2,2,No,No recibo bono,No,0,10001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Provincia de Buenos Aires,10+,5,No,0,Universitario,Completado,Ingeniero en Sistemas,"Sí, de forma particular",Developer,,"Java, Objective-C",,,,,No,0,Porcentaje de mi sueldo,Full-Time,50000,Neto,3,3,No,No recibo bono,Uno,15,2001-5000,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop"
Hombre,31 - 33,Provincia de Buenos Aires,5,1,No,0,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,"Sí, de forma particular, Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,27000,Bruto,1,1,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,7,No,0,Universitario,Completado,ingenieria de sistemas,"Sí, de forma particular",SysAdmin / DevOps,Linux,bash,,,,,"Sí, pasiva",300,Porcentaje de mi sueldo,Full-Time,32000,Neto,3,3,No,No recibo bono,Dos,27,11-50,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un año,Menos de un año,No,0,Terciario,Completado,Tecnicatura en computacion,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",8,Porcentaje de mi sueldo,Full-Time,19985,Bruto,3,2,No,Performance individual,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Mujer,31 - 33,Provincia de Buenos Aires,4,3,No,0,Universitario,Completado,Ingeniería de sistemas,No,Developer,,".NET, C#, Java",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Bruto,2,1,No,No recibo bono,Dos,23,5001-10000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,10+,4,Sí,10,Terciario,En curso,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Docker / Containers","CSS, HTML, Javascript, jQuery, PHP, Python, Ruby",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,45000,Neto,3,2,No,Mix de las anteriores,Uno,11,201-500,No,No cambié de empresa,"Horarios flexibles, Ninguna de las anteriores"
Hombre,27 - 30,Provincia de Buenos Aires,8,1,No,0,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Azure, VMWare","HTML, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,26000,Bruto,4,4,No,No recibo bono,Dos,17,101-200,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,37 - 40,Provincia de Buenos Aires,10+,Menos de un año,No,0,Universitario,Incompleto,Ingenieria electronica,No,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,100000,Bruto,3,3,De uno a tres sueldos,Performance individual,No,0,1001-2000,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Bonos por desempeño, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,10+,10+,No,0,Secundario,Completado,,"Sí, de forma particular",Support Vip,,,,,,,,,,Full-Time,26000,Bruto,3,3,No,No recibo bono,Dos,20,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Viajes al exterior"
Hombre,31 - 33,Provincia de Buenos Aires,2,2,No,0,Terciario,En curso,,"Sí, de forma particular",Infosec,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Bruto,3,3,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,7,Sí,5,Posgrado,Completado,Lic en Sistemas,"Sí, de forma particular",Developer,,"C, CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP, Python, R, Scala",,,,,No,0,Bruto,Full-Time,92000,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,20,2001-5000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,7,6,Sí,4,Universitario,Incompleto,Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,17040,Neto,2,2,No,No recibo bono,Uno,24,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Provincia de Buenos Aires,3,3,No,0,Universitario,Completado,Ingeniero en Informática,No,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","Java, PHP, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,30000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,1,Sí,22,Universitario,Completado,Ingeniero en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","PHP, Python, Ruby",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,110000,Bruto,3,2,No,No recibo bono,Uno,12,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,6,5,No,0,Universitario,Completado,Programador de Sistemas,No,Developer,,"Java, Javascript, NodeJS, Python, Scala",,,,,No,0,Neto,Full-Time,48000,Bruto,2,3,De uno a tres sueldos,Performance de la compañía,Dos,40,1001-2000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
Hombre,21 - 23,Provincia de Buenos Aires,5,5,No,0,Universitario,Incompleto,Ingeniería en Computación,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, OpenStack, Hyper-V","C, CSS, HTML, PHP",,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,Menos de un sueldo,Depende de nada. Siempre me pagan el alquiler de mi casa.,Uno,12,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa), Me pagan el alquiler."
Hombre,18 - 20,Provincia de Buenos Aires,3,3,No,0,Secundario,Completado,Lic Sistemas de Informacion,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Java, jQuery, PHP, Python, R, Ruby",,,,,No,0,Bruto,Full-Time,25000,Bruto,3,2,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Laptop, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,Menos de un año,No,0,Universitario,Incompleto,Ingenieria Electromecanica,No,Developer,,"Javascript, Python",,,,,No,0,Bruto,Full-Time,24000,Neto,3,4,No,No recibo bono,Dos,35,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un año,Menos de un año,No,0,Universitario,En curso,Licenciatura en Sistemas de Informacion,"Sí, de forma particular",Developer,,Java,,,,,No,0,Neto,Freelance,17000,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,37 - 40,Provincia de Buenos Aires,10+,6,Sí,3,Universitario,En curso,ingeniería en sistemas de información,No,Architect,,,,,,,,,,Full-Time,45000,Neto,4,2,Menos de un sueldo,Mix de las anteriores,Uno,18,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles, Viáticos, WFH (Trabajar desde casa)"
Mujer,37 - 40,Provincia de Buenos Aires,10+,3,Sí,6,Universitario,En curso,Lic economia,"Sí, de forma particular, Sí, los pagó un empleador",Gerente,,,,,,,,,,Full-Time,60000,Neto,3,3,Un sueldo,Mix de las anteriores,Dos,25,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,Sí,4,Universitario,Completado,Ing en sistemas ,"Sí, de forma particular",Sup de sistemas,,,,,,,,,,Full-Time,28000,Bruto,3,2,Menos de un sueldo,Temporada de alta ,No,0,201-500,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,34 - 36,Provincia de Buenos Aires,10+,6,No,0,Universitario,Incompleto,Licenciatura en Informatica,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows","C#, Python",,,,,"Sí, pasiva",2000,Neto,Full-Time,32853.95,Neto,3,4,No,No recibo bono,Más de dos,1.5,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,24 - 26,Provincia de Buenos Aires,2,1,No,0,Universitario,Completado,Ingeniería en Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery, ReactJS, Oracle SQL",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,2,1,No,No recibo bono,Dos,30,11-50,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Provincia de Buenos Aires,8,Menos de un año,No,0,Universitario,Incompleto,Licenciatura en Sistemas,"Sí, de forma particular",Networking,,,,,,,No,0,Bruto,Part-Time,28000,Bruto,2,2,No,No recibo bono,No,0,51-100,Sí,Salario,Ninguna de las anteriores
Hombre,27 - 30,Provincia de Buenos Aires,2,2,No,0,Terciario,Completado,Analista en sistemas,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,19000,Neto,2,2,No,No recibo bono,Dos,14,101-200,No,No cambié de empresa,"Aumento por inflación, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,24 - 26,Provincia de Buenos Aires,5,Menos de un año,Sí,1,Universitario,Incompleto,Analista sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Amazon Web Services, Azure, Docker / Containers",Python,,,,,No,0,Bruto,Full-Time,34000,Bruto,3,2,No,No recibo bono,No,0,101-200,Sí,Desafíos profesionales,"Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Masajes, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,Menos de un año,Sí,1,Posgrado,En curso,Ingenieria de software,No,Developer,,PHP,,,,,No,0,Bruto,Full-Time,35000,Bruto,1,2,No,No recibo bono,No,0,101-200,Sí,Salario,Ninguna de las anteriores
Mujer,27 - 30,Provincia de Buenos Aires,4,1,No,1,Universitario,En curso,Licenciatura en administración ,"Sí, de forma particular",Customer manager,,,,,,,,,,Full-Time,14100,Neto,1,1,No,No recibo bono,Uno,5,11-50,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,37 - 40,Provincia de Buenos Aires,7,4,No,0,Universitario,Completado,Ingeniería en Sistemas,No,Business Analyst,,,,,,,,,,Full-Time,41000,Bruto,2,3,No,Performance pero de un grupo seleccionado,Uno,20,51-100,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,31 - 33,Provincia de Buenos Aires,9,7,Sí,3,Universitario,Completado,diseño,No,marketing,,,,,,,,,,Full-Time,21000,Neto,1,2,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,"Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,6,Sí,7,Universitario,Completado,ing en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,48000,Neto,3,2,Menos de un sueldo,Mix de las anteriores,Dos,20,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,4,No,0,Universitario,Incompleto,Lic en Informatica Educativa,"Sí, los pagó un empleador",DBA,,,,,,MySQL/MariaDB,No,0,Neto,Full-Time,120000,Bruto,4,3,Un sueldo,Mix de las anteriores,No,0,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,Sí,4,Universitario,Incompleto,Lic. en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Team leader,,,,,,,,,,Full-Time,50000,Bruto,3,2,No,No recibo bono,Dos,16,11-50,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,7,4,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,"Sí, de forma particular",Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,37000,Bruto,2,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,34 - 36,Provincia de Buenos Aires,8,3,No,0,Universitario,Completado,LICENCIATURA EN RELACIONES DEL TRABAJO,"Sí, de forma particular",SECRETARIA,,,,,,,,,,Full-Time,15900,Neto,2,2,No,No recibo bono,Uno,23,10001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Provincia de Buenos Aires,4,4,Sí,4,Terciario,Incompleto,,No,Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,40000,Bruto,3,2,Menos de un sueldo,Performance de la compañía,Uno,30,1-10,No,No cambié de empresa,"Horarios flexibles, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un año,Menos de un año,No,0,Universitario,En curso,Ingeniería en sistemas de información,No,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,Part-Time,7200,Neto,3,1,No,No recibo bono,Uno,15,201-500,No,No cambié de empresa,"Aumento por inflación, Snacks, golosinas, bebidas"
Hombre,24 - 26,Provincia de Buenos Aires,3,Menos de un año,No,0,Universitario,En curso,Ingenieria en Sistemas de Información,No,Developer,,Python,,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),37000,Bruto,3,3,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,10+,2,Sí,3,Terciario,Completado,Técnico Sup. En Programación,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure","PHP, Python",,,,,"Sí, pasiva",10,Porcentaje de mi sueldo,Full-Time,45000,Bruto,3,2,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,Menos de un año,Sí,1,Universitario,Incompleto,Ing en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Windows, Amazon Web Services",".NET, C#",,,,,No,0,Bruto,Full-Time,38000,Bruto,3,3,Menos de un sueldo,Performance individual,Dos,24,201-500,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,3,No,0,Universitario,Incompleto,Ing en sistemas de computacion,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, VMWare",".NET, C#, jQuery, NodeJS, PHP, VB *",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,20000,Neto,1,3,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Mujer,37 - 40,Provincia de Buenos Aires,10+,3,No,0,Universitario,Incompleto,GESTION AMBIENTAL,"Sí, de forma particular",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,2,Menos de un sueldo,Performance individual,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un año,Menos de un año,No,0,Terciario,En curso,Analista de Sistemas,No,Developer,,".NET, C#",,,,,No,0,Neto,Full-Time,67500,Neto,2,2,De uno a tres sueldos,Performance de la compañía,Más de dos,25,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,1,No,0,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"HTML, Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,35500,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Provincia de Buenos Aires,10+,1,No,0,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,No,Developer,,"Go, Java, Ruby",,,,,No,0,Bruto,Remoto (empresa de otro país),133000,Neto,3,4,No,No recibo bono,No,0,1001-2000,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,2,2,No,0,Terciario,Completado,Sistemas ,"Sí, los pagó un empleador",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Neto,Full-Time,16200,Neto,1,1,Un sueldo,Mix de las anteriores,Dos,25,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Masajes, WFH (Trabajar desde casa)"
